itemname	itemprice	size	brand
בדין מרכך זר חלומות 960מ	16.9		
בדין מרכך כביסה בייבי 2ל	16.9		
בדין מרכך כביסה ורוד 4 ל	24.9		
בדין מרכך כביסה כחול 4 ל	24.9		
בדין מרכך כביסה לבן 4 לי	24.9		
בדין מרכך כביסה רויאל960	16.9		
בדין מרכך כחול 960מל	16.9		
בדין מרכך מגע יוקרתי960מ	16.9		
בדיקת אנטיגן מהירה5 יח	29.9		
בהרט לבישול מיכל גדול80ג	11.9		
בוואריה 95 גרם	8.5		
בוטן אמריקאי	35.0		
בוטן אמריקאי 170 גרם	8.9		
בוטן אמריקאי 220 גרם	9.9		
בוטן בקליפה קלוי	23.0		
בוטן קלוי 170 גרם	10.9		
בוטן קלוי ענק 250 גרם	11.9		
בוטן רביולי בקופסא 200 ג	16.9		
בוטנים ושקדים מקורמל210ג	25.9		
בוטנים מן הטבע 350 גרם	10.0		
בוטנים קלויים	37.0		
בוטניקל מי פנים ורדים 20	27.9		
בולג.מעוד.פיראוס 5% 250ג	25.9		
בולגרית למריחה+תבלינ200ג	15.5		
בולגרית מסורתית	59.0		
בולגרית מסורתית 16% 250	25.9		
בולגרית מסורתית 5% 250 ג	22.9		
בולגרית מעודנת 16% 250 ג	25.9		
בולגרית מעודנת 16% במשקל	50.0		
בולגרית מעודנת 24% 250 ג	28.0		
בולגרית מעודנת 24% 250גר	25.9		
בולגרית מעודנת 24% במשקל	59.0		
בולגרית מעודנת 5% 250 גר	23.9		
בולגרית מעודנת5% 250ג	23.9		
בולגרית פרוס מעודנ5% 250	31.9		
בולגרית קוביות13% 200ג	17.9		
בולגרית24% סמי מעדניה400	31.2		
בונ.לינדור 60% מריר200גר	25.9		
בונ.לינדור אסורטד 200גרם	25.9		
בונ.פררו רושה 200 גרם	24.9		
בונ.פררו רושה קולקשן269ג	49.9		
בונ.רושה 375 גרם	49.9		
בונ.רפאלו 240 גרם	24.9		
בונבונ.לינדור מילק 200גר	25.9		
בונבוניירה מרסי 250 גרם	22.9		
בונבוניירה פיסטוק 200גרם	25.9		
בונבוניירה רושה 300 גרם	49.9		
בונבוניירה רפאלו 150 גרם	15.9		
בונבוניירת מרסי קוקוס250	22.9		
בונדוק טבעי	110.0		
בונדוק קלוי	130.0		
"בונזו בקר וכבד 3 ק""ג"	54.9		
"בונזו בשר 3 ק""ג"	54.9		
"בונזו גזע קטן 3 ק""ג"	54.9		
בונזו עוף ואורז קראנצ'ים	12.9		
בור.פילו אצבעות גב.700גר	19.9		
בוראטה 125 גרם	20.0		
בוראטה מוצרלה רכה 125 גר	21.9		
"בורגול 1 ק""ג סוגת"	9.9		
בורגול 500 גרם	5.9		
בורגול 500 גרם סוגת	7.9		
בורגול אורגני 500 גרם	10.9		
בורגר מן הצומח 227 גרם	29.9		
בורגר פטריות טבעוני 260	25.9		
בורגר פטריות טבעוני375ג	24.9		
בורקס גבינה 4יח 600 גרם	17.9		
בורקס גבינה 800 גרם	19.9		
בורקס גבינה ביקרי 800 גר	19.9		
בורקס גבינה חלבי במשקל	50.0		
בורקס יפו גבינה 600גרם	19.9		
"בורקס יפו תפו""א 600גרם"	19.9		
בורקס מיני גבינה 700 גרם	19.9		
בורקס פיטריות קטן במשקל	50.0		
בורקס פילאס פיצה זית משק	50.0		
בורקס פילו גבינה 600 גרם	24.9		
בורקס פילו גבינה בולגרית	19.9		
"בורקס פילו תפו""א 600 גרם"	24.9		
"בורקס תפו""א 800 גרם"	19.9		
"בורקס תפו""א ביקרי 800 גר"	19.9		
בורקס תפוח אדמה 4יח 600ג	17.9		
בורקס תפוח אדמה מחיר לקג	50.0		
בושה עזים שום ע.תיבול125	24.9		
בושם כיס אקס 17מל BLACK	23.9		
בזוקה פופים קלאסי58גרם	11.5		
בזיליקום 10 גרם	7.9		
בזיליקום 100 גרם	10.9		
בזיליקום 30 גרם	6.9		
בזיליקום אורגני	9.9		
בזיליקום בשקית 30 גרם	6.0		
בזיליקום יחידה	5.9		
בזיליקום קצוץ וקפוא 70ג	10.9		
בזיליקום קצוץ קפוא 80ג	10.9		
בטטה אורגני	24.9		
בטטה אורגנית במשקל	24.9		
בטטה ארוזה	7.9		
בטטה מובחרת	2.9		
בטיסט שמפו פריחהאביב200מ	36.9		
"בטיסט שמפו קלאסי200 מ""ל"	36.9		
בי פט פטה סלמון לחתול	5.9		
בי פט פטה עוף לחתול	5.9		
ביאנקו פלוס+אגוז,גרע170ג	6.9		
ביגל שמיניות גדול+מלח400	14.9		
ביגלה ירושלמי	7.2		
ביגלה רומני 150גרם	7.2		
ביגלה שטוחים קרמל120ג	14.9		
בייבי בטטה	7.9		
בייבי ביס בטעם טבעי 50 ג	17.9		
בייבי ביס טעם בננה 50 גר	17.9		
בייבי ביס טעם גזר 50 גרם	17.9		
בייבי ביס טעם ירקות 50 ג	17.9		
בייבי ביס נגיסי אורז 50ג	17.9		
בייבי דול לקקן 24 גרם	2.9		
בייבי מוצרלה 18% 150 גרם	13.5		
"בייבי פינוק 2ב1 900 מ""ל"	23.9		
בייגל אמריקאי כפרי	5.3		
בייגל טוסט לבן	5.3		
"בייגל לל""ג מולינו מארז4י"	29.9		
בייגלה אצבעות שומשום300ג	10.0		
בייגלה בצל מקורמל160גרם	7.9		
בייגלה בתוספת שומשום200ג	7.9		
בייגלה גדול עם שומשום250	10.0		
בייגלה דקים שמנת ובצל300	12.9		
בייגלה דקים+מלח ים300ג	12.9		
בייגלה טבעות מלח 400 גרם	13.0		
בייגלה טבעות שומשום300גר	13.0		
בייגלה מילוי חמ.בוטני280	19.9		
בייגלה מקלות מלוחים400גר	13.0		
בייגלה סנדוויץ ט.צדר226	19.9		
בייגלה סרירצה צדר200גרם	14.5		
בייגלה עגבניה תיבול180ג	7.9		
בייגלה פיטנס בטטה150גרם	12.9		
בייגלה פיטנס סלק 150 גרם	12.9		
בייגלה פרמז'ן ושום 318גר	19.9		
בייגלה שטוח מלח 60 גרם	4.9		
בייגלה שטוחים מלח300גרם	12.9		
בייגלה שטוחים שומשום300ג	12.9		
בייגלה שטוחל'ה מלח 330גר	12.9		
בייגלה שטוחלה פינוקים300	12.9		
בייגלה שטוחלה שומשום300ג	12.9		
"בייגלה שמיניות לל""ג 250ג"	13.9		
בייגלה שמיניות מלח 330גר	10.0		
בייגלה שמיניות מלח 400 ג	10.0		
בייגלה שמיניות קטנות400ג	13.0		
בייגלה שמיניות קטנות80גר	4.9		
בייגלה שמיניות+מלח400ג	11.9		
בייגלה שמיניות+שומשום400	14.9		
בילואו וודקה )42כשר( 700	64.9		
בימבם גרעיני תירס 225גרם	9.9		
בימבם גרעיני תירס 300גרם	10.9		
ביסבול 700 גרם	18.5		
ביסלי בצל 200 גרם	7.9		
ביסלי בצל 70 גרם	4.6		
ביסלי ברביקיו 200 גרם	7.9		
ביסלי ברביקיו 4*55 גרם	14.9		
ביסלי ברביקיו 6*35 גרם	14.9		
ביסלי ברביקיו 70 גרם	4.6		
ביסלי גריל 200 גרם	7.9		
ביסלי גריל 4*55 גרם	14.9		
ביסלי גריל 6 * 35 גרם	14.9		
ביסלי גריל 70 גרם	4.6		
ביסלי פארטי מיקס 150 גרם	7.9		
ביסלי פיצה 200 גרם	7.9		
ביסלי פיצה 70 גרם	4.6		
ביסלי פלאפל 200 גרם	7.9		
ביסלי פלאפל 70 גרם	4.6		
ביסקוויט חיות 180 גרם	5.9		
ביסקוויט חיט.מלא ללתס170	12.5		
"ביסקוויט חיטה ללת""ס250גר"	19.5		
ביסקוויט לוטוס ט.קרמל250	12.5		
ביסקוויט ללא גלוטן 165 ג	20.9		
"ביסקוויט ללת""ס 250 גרם"	12.9		
ביסקוויט מילקה 150 גרם	16.9		
ביסקוויט מצופה שוקו200גר	16.9		
ביסקוויט נוטלה 166 גרם	18.9		
ביסקוויט נוטלה 276 גרם	25.9		
ביסקוויט נוטלה 41.4 גרם	6.9		
ביסקוויט פריך פיק אפ במי	14.9		
ביסקוויט פתי בר 500 גרם	10.0		
ביסקוויט קרמל לוטוס 125ג	8.9		
ביסקוויט קרמל לוטוס 217	14.9		
ביסקוויט קרמל לוטוס 25*1	13.9		
ביסקוויט רושן חלב 180ג	5.9		
ביסקוויט רושן חמאה185ג	5.9		
ביסקוויט תירוש 175 גרם	8.7		
ביסקוטי כוסמין שוקולד200	26.9		
ביסקויט מצופה שוק.חלב150	19.9		
ביסקויט פתי בר וניל500ג	9.9		
ביסקויט תה הדר 110 גרם	4.7		
ביסקויט תה שוקו הדר 110	4.7		
ביסקויטמינ.פלוס וניל150	16.9		
ביצה אומגה 12יח' L	25.9		
ביצי הפתעה קינדר 20*3 גר	15.9		
ביצי הפתעה קינדר גוי3יח	17.9		
ביצי חופש 12יח M	20.9		
ביצי קינדר סופרייז20*3ג	15.9		
ביצי שוקול.סוניק 20*3	14.9		
ביצי שוקול.סמי הכבאי20*3	14.9		
ביצי שוקולד ברבי 20*3 גר	14.9		
ביצי שוקולד הלוקיטי20*3	14.9		
ביצים אומגה L שופרסל 6יח	16.5		
ביצים אומגה M 12 יחידות	21.9		
ביצים ארוזות L 12 יחידות	14.09		
ביצים ארוזות M 12 יחידות	13.0		
ביצת הפתעה סופרייז 20גרם	7.5		
ביצת הפתעה קינדר ג'וי20ג	7.5		
ביצת קינדר הפתעה 20 גרם	7.5		
"בירה 1664 בלאנק 330*6מ""ל"	39.9		
"בירה אדלוויס 500 מ""ל"	11.9		
בירה אוסטרליה פייל 568מל	13.2		
בירה איגל בקבוק חוזר500מ	7.0		
"בירה אלכסנדר בלונד330מ""ל"	14.9		
בירה אלכסנדר חיטה 330 מל	14.9		
"בירה באדוויזר 330*6 מ""ל"	39.9		
"בירה באלטיק פורטר 568מ""ל"	13.2		
"בירה בלו מון 330 מ""ל"	15.9		
בירה בלנש חיטה בלגימ568	13.2		
"בירה בקס 275*6 מ""ל"	34.9		
"בירה ברלינר 500 מ""ל"	12.2		
"בירה גולדסטאר בק330*6מ""ל"	35.9		
בירה גולדסטאר פחית 500מל	9.9		
בירה גולדסטאר330	12.0		
בירה גולדסטאר6יח	39.9		
"בירה גינס פחית 440 מ""ל"	19.5		
"בירה גמס 8.8% 330 מ""ל"	14.9		
בירה הייניקן בק.חוזר500מ	10.0		
"בירה הייניקן בק330*6 מ""ל"	39.9		
"בירה הייניקן פח 330*6מ""ל"	45.0		
בירה הייניקן פחיות500*4מ	43.9		
"בירה הייניקן פחית 500מ""ל"	12.9		
"בירה ויינשטפן 330*6 מ""ל"	59.9		
"בירה ויינשטפן בק 500 מ""ל"	13.9		
בירה ויינשטפן ויטוס500מל	13.9		
"בירה טובורג פחית 500 מ""ל"	11.0		
בירה טובורג רד בק330*6מל	39.9		
"בירה לה שוף בקבוק330מ""ל"	15.9		
בירה מכבי 6 יח	39.9		
בירה מכבי בקבוק חוזר500מ	8.0		
"בירה מכבי פחית 500 מ""ל"	8.9		
בירה מכבי פחית7.9% 500מ	8.9		
בירה מכבי7.9%בק.חוזר500מ	8.0		
"בירה מלכה אדמונית 330מ""ל"	15.9		
"בירה מלכה בהירה 330 מ""ל"	15.9		
"בירה מלכה חיטה 330 מ""ל"	15.9		
בירה מצונן ב.חוז	12.9		
"בירה מרפיס סטאוט 500 מ""ל"	15.9		
בירה נגב אמבר אייל 330מל	15.9		
בירה נשר מאלט 1.5 ליטר	8.9		
בירה נשר מאלט בק.חוזר500	4.9		
בירה נשר מאלט בקב330*6.מ	29.9		
בירה נשר מאלט דיאט 1.5 ל	8.9		
"בירה סאן מיגל 330*4 מ""ל"	30.8		
"בירה סאן מיגל 500 מ""ל"	9.0		
"בירה סטלה ארטואה 440 מ""ל"	12.9		
בירה סטלה ארטואה6*330מל	39.9		
"בירה פאולנר 4 * 330 מ""ל"	39.9		
"בירה פאולנר חיטה 500 מ""ל"	14.9		
בירה פאולנר חיטה פחית500	12.9		
בירה צ'רי שוף בקבוק330מ	15.9		
"בירה קורונה 6*355 מ""ל"	39.9		
"בירה קסטיל רובוס 330 מ""ל"	13.9		
בירה קסטיל רוז 330מ	13.9		
בירה קסטיל רוז פחית330מ	13.9		
"בירה קרומבאכר 330*6 מ""ל"	37.9		
בירה קרומבאכר חיטה בק500	10.9		
בירה קרומבאכר חיטה פח500	10.9		
בירה קרומבאכר פחית 500 מ	10.9		
"בירה קרלסברג בפחית500מ""ל"	11.0		
בירה קרלסברג בק.חוזר500מ	9.5		
"בירה קרלסברג בק330*6 מ""ל"	39.9		
בישקוטים 200 גרם Tulino	8.9		
בית השיטה זית סורי מבוקע	16.5		
בית השיטה זיתים ירוק340	16.5		
בלאק אקסס אדפ לאישה80מ	199.0		
בלו דיי משקה אנרגיה250מ	4.5		
בלו ווין מבית בלו נאן750	52.9		
"בלו מוחיטו 250 מ""ל"	4.5		
בלונדי קרם אגוזי לוז100ג	10.9		
בלונדי קרמל ומלח100ג	10.9		
בלונס בייבי רפידות הנקה	25.9		
בלונס צימרונים 200*2 יחי	11.9		
בלינצ'ס גבינה קפוא 350גר	16.9		
בלינצ'ס גבינת טבורוג360ג	15.9		
בלינצס מילוי דובדבנים360	15.9		
"בלינצס תפו""ע וקינמון360"	15.9		
בלינצס+ממרח קקאו אגוז360	15.9		
בליסימו וניל פליק 900מל	10.0		
בליסימו וניל צרפתי900מל	10.0		
בליסימו פאדג פקאן900מל	10.0		
בלנד היינן PC אדום 750מל	46.9		
במבה 25*10 גרם	16.9		
במבה 80 גרם	4.9		
במבה חטיף בוטנים 200 גרם	11.9		
"במבה יום הולדת 25ג בד""צ"	3.1		
"במבה יום הולדת 80ג בד""צ"	4.9		
במבה מארז 20 * 15 גרם	27.9		
במבה מילוי קרם נוגט30*5ג	15.9		
במבה מרשמלו על האש 150גר	12.3		
במבה מרשמלו על האש60	4.9		
במבה מתוקה 30 גרם	2.9		
במבה נוגט 60 גרם	4.9		
במבה קיץ בצורת שמש 70 גר	4.9		
במיה	19.9		
במיה קפואה 600 גרם	15.9		
בנוסח מוצרלה 350 גרם	18.9		
בנוסח צ'דר פרוס 350 גרם	18.9		
בננה	11.9		
בננה אורגנית	22.9		
בננה מובחרת	11.9		
בננה צ'יפס	45.0		
בננה ציפס בקופסא 140 גר	10.9		
בסגנון דנאבלו	13.5		
בסגנון פטה יוונית 200 גר	27.9		
בסגנון פטה יוונית אורגנו	29.9		
בסגנון קממבר 200 גרם 200	34.5		
בסיגנון קוויאר אדום כדור	16.9		
בסיגנון קוויאר שחור כדור	16.9		
"בסיס להכנת קצפת 425 מ""ל"	13.5		
בסיס לפיצה ללא גלוטן300ג	36.9		
בסיס לרוטב בולונז 400 גר	15.9		
בסיס לשקשוקה יכין 240ג	6.9		
בפלות בטעם לימון 200 גרם	5.9		
בפלות בטעם שוקולד 200גרם	5.9		
בפלות בטעם שוקולד 500 גר	15.9		
בצל אדום אורגני	13.9		
בצל יבש	1.9		
בצל יבש אדום	5.9		
בצל ירוק אורגני יחידה	10.9		
בצל ירוק יחידה	5.9		
בצל ירוק כשר	7.9		
בצל קצוץ ומטוגן 180 גרם	11.9		
בצל קצוץ מוקפא 600 גרם	18.9		
בצלצלי שאלוט	14.9		
בצלצלי שאלוט יחידה	15.9		
בצק אפוי למחצה 250 גרם	17.9		
בצק כיסונים מצונן 300גרם	17.7		
בצק עוגיות פיס פופ	31.9		
"בצק עלים 1 ק""ג"	17.9		
בצק עלים חמאה מעדנות600ג	19.9		
בצק עלים לאפייה מצונן300	15.9		
בצק פילאס טורקי 500 גרם	8.9		
בצק פילאס תורקי 600 גרם	19.9		
בצק פילו 500 גרם	19.9		
בצק פילו 500 גרם BAKERY	8.9		
בצק פילו לאפייה מצונן300	15.9		
בצק פיצה דק מצונן 415 גר	17.7		
בצק פריך מלוח 450X2גרם 0	19.9		
בצק פריך מתוק 450X2 900	19.9		
בקבוק לגדולים עם קשית	42.9		
בקבוק נטורל ריספונס	48.9		
בקר טחון לקציצות קפוא	39.9		
"בקרדי מוחיטו 700 מ""ל"	79.9		
ברוסקטות עם בצל 150 גרם	10.9		
ברוסקטות עם עגבניות 150ג	10.9		
ברוסקטות עם שום 150 גרם	10.9		
ברוקולי	9.9		
ברוקולי ארוז	9.9		
ברוקולי מוקפא 800 גרם	17.9		
ברוקולי שטוף 400גרם	16.9		
ברוקלי וכרובית שטופה 400	16.9		
ברזליות 3י XPO	11.9		
ברזלית 2 יחידות VIVI	11.9		
ברטנורא מוסקטו מבעבע250מ	18.9		
ברטנורא פינו גריז'יו750מ	66.9		
ברי פקאן 22% משולש משקל	165.0		
ברי צרפתי 130 גרם	19.5		
בריאות וטבע קמח טף	27.9		
"בריזר אבטיח בקבוק 275מ""ל"	16.9		
"בריזר אפרסק 275 מ""ל"	16.9		
בריזר ט.אננס בקבוק 275מל	16.9		
"בריזר למון ליים 275 מ""ל"	16.9		
בריזר מנגו פסיפלורה275מל	16.9		
ברילה אורגני ספגטי 500 ג	11.9		
ברילה אורגני פנה ריגטה	11.9		
ברילה לזניה ללא גלוטן250	25.5		
ברילה פרפלה חדש 500גרם	7.9		
בריסקט טרי מוכשר	69.9		
"ברנדי שטוק 84 750 מ""ל"	82.9		
ברנפלקס אורגני הרדוף375ג	24.9		
ברף בניחוח ויטלטי 3 * 50	20.9		
ברף בניחוח סרינטי 3 * 5	20.9		
ברף דלקס לאסלה יסמין50*3	20.9		
ברף לאסלה אוקיינוס 42*3ג	20.9		
ברקן קלאסיק א.ריזלינג750	35.9		
"ברקן קלאסיק קברנה 750מ""ל"	35.9		
בשר בקר טחון חלק	39.9		
בשר טחון בקר חלק 500 גרם	29.9		
בשר טחון טרי	69.9		
בשר טחון מבשר קפוא מוכשר	49.9		
